ID,Nome,Preço,Quantidade
48274,Maionese,4.48,47274
48275,Ketchup,8.96,47275
48276,Mostarda,17.92,47276
48277,Macarrão,35.84,47277
48278,Miojo,71.68,47278
48279,Sabão,143.36,47279
48280,Perfume,286.72,47280
48281,Shampoo,573.44,47281
48282,Condicionador,1.12,47282
48283,Gilete,2.24,47283
48284,Talheres,4.48,47284
48285,Refrigerante,8.96,47285
48286,Torta,17.92,47286
48287,Frango,35.84,47287
48288,Carne,71.68,47288
48289,Vassoura,143.36,47289
48290,Bucha,286.72,47290
48291,Limpeza,573.44,47291
48292,Sabonete,1146.88,47292
48293,Pão,1.12,47293
48294,Alho,2.24,47294
48295,Cenoura,4.48,47295
48296,Batata,8.96,47296
48297,Repolho,17.92,47297
48298,Maionese,35.84,47298
48299,Ketchup,71.68,47299
48300,Mostarda,143.36,47300
48301,Macarrão,286.72,47301
48302,Miojo,573.44,47302
48303,Sabão,1.12,47303
48304,Perfume,2.24,47304
48305,Shampoo,4.48,47305
48306,Condicionador,8.96,47306
48307,Gilete,17.92,47307
48308,Talheres,35.84,47308
48309,Refrigerante,71.68,47309
48310,Torta,143.36,47310
48311,Frango,286.72,47311
48312,Carne,573.44,47312
48313,Vassoura,1146.88,47313
48314,Bucha,1.12,47314
48315,Limpeza,2.24,47315
48316,Sabonete,4.48,47316
48317,Pão,8.96,47317
48318,Alho,17.92,47318
48319,Cenoura,35.84,47319
48320,Batata,71.68,47320
48321,Repolho,143.36,47321
48322,Maionese,286.72,47322
48323,Ketchup,573.44,47323
48324,Mostarda,1.12,47324
48325,Macarrão,2.24,47325
48326,Miojo,4.48,47326
48327,Sabão,8.96,47327
48328,Perfume,17.92,47328
48329,Shampoo,35.84,47329
48330,Condicionador,71.68,47330
48331,Gilete,143.36,47331
48332,Talheres,286.72,47332
48333,Refrigerante,573.44,47333
48334,Torta,1146.88,47334
48335,Frango,1.12,47335
48336,Carne,2.24,47336
48337,Vassoura,4.48,47337
48338,Bucha,8.96,47338
48339,Limpeza,17.92,47339
48340,Sabonete,35.84,47340
48341,Pão,71.68,47341
48342,Alho,143.36,47342
48343,Cenoura,286.72,47343
48344,Batata,573.44,47344
48345,Repolho,1.12,47345
48346,Maionese,2.24,47346
48347,Ketchup,4.48,47347
48348,Mostarda,8.96,47348
48349,Macarrão,17.92,47349
48350,Miojo,35.84,47350
48351,Sabão,71.68,47351
48352,Perfume,143.36,47352
48353,Shampoo,286.72,47353
48354,Condicionador,573.44,47354
48355,Gilete,1146.88,47355
48356,Talheres,1.12,47356
48357,Refrigerante,2.24,47357
48358,Torta,4.48,47358
48359,Frango,8.96,47359
48360,Carne,17.92,47360
48361,Vassoura,35.84,47361
48362,Bucha,71.68,47362
48363,Limpeza,143.36,47363
48364,Sabonete,286.72,47364
48365,Pão,573.44,47365
48366,Alho,1.12,47366
48367,Cenoura,2.24,47367
48368,Batata,4.48,47368
48369,Repolho,8.96,47369
48370,Maionese,17.92,47370
48371,Ketchup,35.84,47371
48372,Mostarda,71.68,47372
48373,Macarrão,143.36,47373
48374,Miojo,286.72,47374
48375,Sabão,573.44,47375
48376,Perfume,1146.88,47376
48377,Shampoo,1.12,47377
48378,Condicionador,2.24,47378
48379,Gilete,4.48,47379
48380,Talheres,8.96,47380
48381,Refrigerante,17.92,47381
48382,Torta,35.84,47382
48383,Frango,71.68,47383
48384,Carne,143.36,47384
48385,Vassoura,286.72,47385
48386,Bucha,573.44,47386
48387,Limpeza,1.12,47387
48388,Sabonete,2.24,47388
48389,Pão,4.48,47389
48390,Alho,8.96,47390
48391,Cenoura,17.92,47391
48392,Batata,35.84,47392
48393,Repolho,71.68,47393
48394,Maionese,143.36,47394
48395,Ketchup,286.72,47395
48396,Mostarda,573.44,47396
48397,Macarrão,1146.88,47397
48398,Miojo,1.12,47398
48399,Sabão,2.24,47399
48400,Perfume,4.48,47400
48401,Shampoo,8.96,47401
48402,Condicionador,17.92,47402
48403,Gilete,35.84,47403
48404,Talheres,71.68,47404
48405,Refrigerante,143.36,47405
48406,Torta,286.72,47406
48407,Frango,573.44,47407
48408,Carne,1.12,47408
48409,Vassoura,2.24,47409
48410,Bucha,4.48,47410
48411,Limpeza,8.96,47411
48412,Sabonete,17.92,47412
48413,Pão,35.84,47413
48414,Alho,71.68,47414
48415,Cenoura,143.36,47415
48416,Batata,286.72,47416
48417,Repolho,573.44,47417
48418,Maionese,1146.88,47418
48419,Ketchup,1.12,47419
48420,Mostarda,2.24,47420
48421,Macarrão,4.48,47421
48422,Miojo,8.96,47422
48423,Sabão,17.92,47423
48424,Perfume,35.84,47424
48425,Shampoo,71.68,47425
48426,Condicionador,143.36,47426
48427,Gilete,286.72,47427
48428,Talheres,573.44,47428
48429,Refrigerante,1.12,47429
48430,Torta,2.24,47430
48431,Frango,4.48,47431
48432,Carne,8.96,47432
48433,Vassoura,17.92,47433
48434,Bucha,35.84,47434
48435,Limpeza,71.68,47435
48436,Sabonete,143.36,47436
48437,Pão,286.72,47437
48438,Alho,573.44,47438
48439,Cenoura,1146.88,47439
48440,Batata,1.12,47440
48441,Repolho,2.24,47441
48442,Maionese,4.48,47442
48443,Ketchup,8.96,47443
48444,Mostarda,17.92,47444
48445,Macarrão,35.84,47445
48446,Miojo,71.68,47446
48447,Sabão,143.36,47447
48448,Perfume,286.72,47448
48449,Shampoo,573.44,47449
48450,Condicionador,1.12,47450
48451,Gilete,2.24,47451
48452,Talheres,4.48,47452
48453,Refrigerante,8.96,47453
48454,Torta,17.92,47454
48455,Frango,35.84,47455
48456,Carne,71.68,47456
48457,Vassoura,143.36,47457
48458,Bucha,286.72,47458
48459,Limpeza,573.44,47459
48460,Sabonete,1146.88,47460
48461,Pão,1.12,47461
48462,Alho,2.24,47462
48463,Cenoura,4.48,47463
48464,Batata,8.96,47464
48465,Repolho,17.92,47465
48466,Maionese,35.84,47466
48467,Ketchup,71.68,47467
48468,Mostarda,143.36,47468
48469,Macarrão,286.72,47469
48470,Miojo,573.44,47470
48471,Sabão,1.12,47471
48472,Perfume,2.24,47472
48473,Shampoo,4.48,47473
48474,Condicionador,8.96,47474
48475,Gilete,17.92,47475
48476,Talheres,35.84,47476
48477,Refrigerante,71.68,47477
48478,Torta,143.36,47478
48479,Frango,286.72,47479
48480,Carne,573.44,47480
48481,Vassoura,1146.88,47481
48482,Bucha,1.12,47482
48483,Limpeza,2.24,47483
48484,Sabonete,4.48,47484
48485,Pão,8.96,47485
48486,Alho,17.92,47486
48487,Cenoura,35.84,47487
48488,Batata,71.68,47488
48489,Repolho,143.36,47489
48490,Maionese,286.72,47490
48491,Ketchup,573.44,47491
48492,Mostarda,1.12,47492
48493,Macarrão,2.24,47493
48494,Miojo,4.48,47494
48495,Sabão,8.96,47495
48496,Perfume,17.92,47496
48497,Shampoo,35.84,47497
48498,Condicionador,71.68,47498
48499,Gilete,143.36,47499
48500,Talheres,286.72,47500
48501,Refrigerante,573.44,47501
48502,Torta,1146.88,47502
48503,Frango,1.12,47503
48504,Carne,2.24,47504
48505,Vassoura,4.48,47505
48506,Bucha,8.96,47506
48507,Limpeza,17.92,47507
48508,Sabonete,35.84,47508
48509,Pão,71.68,47509
48510,Alho,143.36,47510
48511,Cenoura,286.72,47511
48512,Batata,573.44,47512
48513,Repolho,1.12,47513
48514,Maionese,2.24,47514
48515,Ketchup,4.48,47515
48516,Mostarda,8.96,47516
48517,Macarrão,17.92,47517
48518,Miojo,35.84,47518
48519,Sabão,71.68,47519
48520,Perfume,143.36,47520
48521,Shampoo,286.72,47521
48522,Condicionador,573.44,47522
48523,Gilete,1146.88,47523
48524,Talheres,1.12,47524
48525,Refrigerante,2.24,47525
48526,Torta,4.48,47526
48527,Frango,8.96,47527
48528,Carne,17.92,47528
48529,Vassoura,35.84,47529
48530,Bucha,71.68,47530
48531,Limpeza,143.36,47531
48532,Sabonete,286.72,47532
48533,Pão,573.44,47533
48534,Alho,1.12,47534
48535,Cenoura,2.24,47535
48536,Batata,4.48,47536
48537,Repolho,8.96,47537
48538,Maionese,17.92,47538
48539,Ketchup,35.84,47539
48540,Mostarda,71.68,47540
48541,Macarrão,143.36,47541
48542,Miojo,286.72,47542
48543,Sabão,573.44,47543
48544,Perfume,1146.88,47544
48545,Shampoo,1.12,47545
48546,Condicionador,2.24,47546
48547,Gilete,4.48,47547
48548,Talheres,8.96,47548
48549,Refrigerante,17.92,47549
48550,Torta,35.84,47550
48551,Frango,71.68,47551
48552,Carne,143.36,47552
48553,Vassoura,286.72,47553
48554,Bucha,573.44,47554
48555,Limpeza,1.12,47555
48556,Sabonete,2.24,47556
48557,Pão,4.48,47557
48558,Alho,8.96,47558
48559,Cenoura,17.92,47559
48560,Batata,35.84,47560
48561,Repolho,71.68,47561
48562,Maionese,143.36,47562
48563,Ketchup,286.72,47563
48564,Mostarda,573.44,47564
48565,Macarrão,1146.88,47565
48566,Miojo,1.12,47566
48567,Sabão,2.24,47567
48568,Perfume,4.48,47568
48569,Shampoo,8.96,47569
48570,Condicionador,17.92,47570
48571,Gilete,35.84,47571
48572,Talheres,71.68,47572
48573,Refrigerante,143.36,47573
48574,Torta,286.72,47574
48575,Frango,573.44,47575
48576,Carne,1.12,47576
48577,Vassoura,2.24,47577
48578,Bucha,4.48,47578
48579,Limpeza,8.96,47579
48580,,17.92,47580
48581,,35.84,47581
48582,,71.68,47582
48583,,143.36,47583
48584,,286.72,47584
48585,Sabonete,573.44,47585
48586,Pão,1146.88,47586
48587,Alho,1.12,47587
48588,Cenoura,2.24,47588
48589,Batata,4.48,47589
48590,Repolho,8.96,47590
48591,Maionese,17.92,47591
48592,Ketchup,35.84,47592
48593,Mostarda,71.68,47593
48594,Macarrão,143.36,47594
48595,Miojo,286.72,47595
48596,Sabão,573.44,47596
48597,Perfume,1.12,47597
48598,Shampoo,2.24,47598
48599,Condicionador,4.48,47599
48600,Gilete,8.96,47600
48601,Talheres,17.92,47601
48602,Refrigerante,35.84,47602
48603,Torta,71.68,47603
48604,Frango,143.36,47604
48605,Carne,286.72,47605
48606,Vassoura,573.44,47606
48607,Bucha,1146.88,47607
48608,Limpeza,1.12,47608
48609,Sabonete,2.24,47609
48610,Pão,4.48,47610
48611,Alho,8.96,47611
48612,Cenoura,17.92,47612
48613,Batata,35.84,47613
48614,Repolho,71.68,47614
48615,Maionese,143.36,47615
48616,Ketchup,286.72,47616
48617,Mostarda,573.44,47617
48618,Macarrão,1.12,47618
48619,Miojo,2.24,47619
48620,Sabão,4.48,47620
48621,Perfume,8.96,47621
48622,Shampoo,17.92,47622
48623,Condicionador,35.84,47623
48624,Gilete,71.68,47624
48625,Talheres,143.36,47625
48626,Refrigerante,286.72,47626
48627,Torta,573.44,47627
48628,Frango,1146.88,47628
48629,Carne,1.12,47629
48630,Vassoura,2.24,47630
48631,Bucha,4.48,47631
48632,Limpeza,8.96,47632
48633,Sabonete,17.92,47633
48634,Pão,35.84,47634
48635,Alho,71.68,47635
48636,Cenoura,143.36,47636
48637,Batata,286.72,47637
48638,Repolho,573.44,47638
48639,Maionese,1.12,47639
48640,Ketchup,2.24,47640
48641,Mostarda,4.48,47641
48642,Macarrão,8.96,47642
48643,Miojo,17.92,47643
48644,Sabão,35.84,47644
48645,Perfume,71.68,47645
48646,Shampoo,143.36,47646
48647,Condicionador,286.72,47647
48648,Gilete,573.44,47648
48649,Talheres,1146.88,47649
48650,Refrigerante,1.12,47650
48651,Torta,2.24,47651
48652,Frango,4.48,47652
48653,Carne,8.96,47653
48654,Vassoura,17.92,47654
48655,Bucha,35.84,47655
48656,Limpeza,71.68,47656
48657,Sabonete,143.36,47657
48658,Pão,286.72,47658
48659,Alho,573.44,47659
48660,Cenoura,1.12,47660
48661,Batata,2.24,47661
48662,Repolho,4.48,47662
48663,Maionese,8.96,47663
48664,Ketchup,17.92,47664
48665,Mostarda,35.84,47665
48666,Macarrão,71.68,47666
48667,Miojo,143.36,47667
48668,Sabão,286.72,47668
48669,Perfume,573.44,47669
48670,Shampoo,1146.88,47670
48671,Condicionador,1.12,47671
48672,Gilete,2.24,47672
48673,Talheres,4.48,47673
48674,Refrigerante,8.96,47674
48675,Torta,17.92,47675
48676,Frango,35.84,47676
48677,Carne,71.68,47677
48678,Vassoura,143.36,47678
48679,Bucha,286.72,47679
48680,Limpeza,573.44,47680
48681,Sabonete,1.12,47681
48682,Pão,2.24,47682
48683,Alho,4.48,47683
48684,Cenoura,8.96,47684
48685,Batata,17.92,47685
48686,Repolho,35.84,47686
48687,Maionese,71.68,47687
48688,Ketchup,143.36,47688
48689,Mostarda,286.72,47689
48690,Macarrão,573.44,47690
48691,Miojo,1146.88,47691
48692,Sabão,1.12,47692
48693,Perfume,2.24,47693
48694,Shampoo,4.48,47694
48695,Condicionador,8.96,47695
48696,Gilete,17.92,47696
48697,Talheres,35.84,47697
48698,Refrigerante,71.68,47698
48699,Torta,143.36,47699
48700,Frango,286.72,47700
48701,Carne,573.44,47701
48702,Vassoura,1.12,47702
48703,Bucha,2.24,47703
48704,Limpeza,4.48,47704
48705,Sabonete,8.96,47705
48706,Pão,17.92,47706
48707,Alho,35.84,47707
48708,Cenoura,71.68,47708
48709,Batata,143.36,47709
48710,Repolho,286.72,47710
48711,Maionese,573.44,47711
48712,Ketchup,1146.88,47712
48713,Mostarda,1.12,47713
48714,Macarrão,2.24,47714
48715,Miojo,4.48,47715
48716,Sabão,8.96,47716
48717,Perfume,17.92,47717
48718,Shampoo,35.84,47718
48719,Condicionador,71.68,47719
48720,Gilete,143.36,47720
48721,Talheres,286.72,47721
48722,Refrigerante,573.44,47722
48723,Torta,1.12,47723
48724,Frango,2.24,47724
48725,Carne,4.48,47725
48726,Vassoura,8.96,47726
48727,Bucha,17.92,47727
48728,Limpeza,35.84,47728
48729,Sabonete,71.68,47729
48730,Pão,143.36,47730
48731,Alho,286.72,47731
48732,Cenoura,573.44,47732
48733,Batata,1146.88,47733
48734,Repolho,1.12,47734
48735,Maionese,2.24,47735
48736,Ketchup,4.48,47736
48737,Mostarda,8.96,47737
48738,Macarrão,17.92,47738
48739,Miojo,35.84,47739
48740,Sabão,71.68,47740
48741,Perfume,143.36,47741
48742,Shampoo,286.72,47742
48743,Condicionador,573.44,47743
48744,Gilete,1.12,47744
48745,Talheres,2.24,47745
48746,Refrigerante,4.48,47746
48747,Torta,8.96,47747
48748,Frango,17.92,47748
48749,Carne,35.84,47749
48750,Vassoura,71.68,47750
48751,Bucha,143.36,47751
48752,Limpeza,286.72,47752
48753,Sabonete,573.44,47753
48754,Pão,1146.88,47754
48755,Alho,1.12,47755
48756,Cenoura,2.24,47756
48757,Batata,4.48,47757
48758,Repolho,8.96,47758
48759,Maionese,17.92,47759
48760,Ketchup,35.84,47760
48761,Mostarda,71.68,47761
48762,Macarrão,143.36,47762
48763,Miojo,286.72,47763
48764,Sabão,573.44,47764
48765,Perfume,1.12,47765
48766,Shampoo,2.24,47766
48767,Condicionador,4.48,47767
48768,Gilete,8.96,47768
48769,Talheres,17.92,47769
48770,Refrigerante,35.84,47770
48771,Torta,71.68,47771
48772,Frango,143.36,47772
48773,Carne,286.72,47773
48774,Vassoura,573.44,47774
48775,Bucha,1146.88,47775
48776,Limpeza,1.12,47776
48777,Sabonete,2.24,47777
48778,Pão,4.48,47778
48779,Alho,8.96,47779
48780,Cenoura,17.92,47780
48781,Batata,35.84,47781
48782,Repolho,71.68,47782
48783,Maionese,143.36,47783
48784,Ketchup,286.72,47784
48785,Mostarda,573.44,47785
48786,Macarrão,1.12,47786
48787,Miojo,2.24,47787
48788,Sabão,4.48,47788
48789,Perfume,8.96,47789
48790,Shampoo,17.92,47790
48791,Condicionador,35.84,47791
48792,Gilete,71.68,47792
48793,Talheres,143.36,47793
48794,Refrigerante,286.72,47794
48795,Torta,573.44,47795
48796,Frango,1146.88,47796
48797,Carne,1.12,47797
48798,Vassoura,2.24,47798
48799,Bucha,4.48,47799
48800,Limpeza,8.96,47800
48801,Sabonete,17.92,47801
48802,Pão,35.84,47802
48803,Alho,71.68,47803
48804,Cenoura,143.36,47804
48805,Batata,286.72,47805
48806,Repolho,573.44,47806
48807,Maionese,1.12,47807
48808,Ketchup,2.24,47808
48809,Mostarda,4.48,47809
48810,Macarrão,8.96,47810
48811,Miojo,17.92,47811
48812,Sabão,35.84,47812
48813,Perfume,71.68,47813
48814,Shampoo,143.36,47814
48815,Condicionador,286.72,47815
48816,Gilete,573.44,47816
48817,Talheres,1146.88,47817
48818,Refrigerante,1.12,47818
48819,Torta,2.24,47819
48820,Frango,4.48,47820
48821,Carne,8.96,47821
48822,Vassoura,17.92,47822
48823,Bucha,35.84,47823
48824,Limpeza,71.68,47824
48825,Sabonete,143.36,47825
48826,Pão,286.72,47826
48827,Alho,573.44,47827
48828,Cenoura,1.12,47828
48829,Batata,2.24,47829
48830,Repolho,4.48,47830
48831,Maionese,8.96,47831
48832,Ketchup,17.92,47832
48833,Mostarda,35.84,47833
48834,Macarrão,71.68,47834
48835,Miojo,143.36,47835
48836,Sabão,286.72,47836
48837,Perfume,573.44,47837
48838,Shampoo,1146.88,47838
48839,Condicionador,1.12,47839
48840,Gilete,2.24,47840
48841,Talheres,4.48,47841
48842,Refrigerante,8.96,47842
48843,Torta,17.92,47843
48844,Frango,35.84,47844
48845,Carne,71.68,47845
48846,Vassoura,143.36,47846
48847,Bucha,286.72,47847
48848,Limpeza,573.44,47848
48849,Sabonete,1.12,47849
48850,Pão,2.24,47850
48851,Alho,4.48,47851
48852,Cenoura,8.96,47852
48853,Batata,17.92,47853
48854,Repolho,35.84,47854
48855,Maionese,71.68,47855
48856,Ketchup,143.36,47856
48857,Mostarda,286.72,47857
48858,Macarrão,573.44,47858
48859,Miojo,1146.88,47859
48860,Sabão,1.12,47860
48861,Perfume,2.24,47861
48862,Shampoo,4.48,47862
48863,Condicionador,8.96,47863
48864,Gilete,17.92,47864
48865,Talheres,35.84,47865
48866,Refrigerante,71.68,47866
48867,Torta,143.36,47867
48868,Frango,286.72,47868
48869,Carne,573.44,47869
48870,Vassoura,1.12,47870
48871,Bucha,2.24,47871
48872,Limpeza,4.48,47872
48873,Sabonete,8.96,47873
48874,Pão,17.92,47874
48875,Alho,35.84,47875
48876,Cenoura,71.68,47876
48877,Batata,143.36,47877
48878,Repolho,286.72,47878
48879,Maionese,573.44,47879
48880,Ketchup,1146.88,47880
48881,Mostarda,1.12,47881
48882,Macarrão,2.24,47882
48883,Miojo,4.48,47883
48884,Sabão,8.96,47884
48885,Perfume,17.92,47885
48886,Shampoo,35.84,47886
48887,Condicionador,71.68,47887
48888,Gilete,143.36,47888
48889,Talheres,286.72,47889
48890,Refrigerante,573.44,47890
48891,Torta,1.12,47891
48892,Frango,2.24,47892
48893,Carne,4.48,47893
48894,Vassoura,8.96,47894
48895,Bucha,17.92,47895
48896,Limpeza,35.84,47896
48897,Sabonete,71.68,47897
48898,Pão,143.36,47898
48899,Alho,286.72,47899
48900,Cenoura,573.44,47900
48901,Batata,1146.88,47901
48902,Repolho,1.12,47902
48903,Maionese,2.24,47903
48904,Ketchup,4.48,47904
48905,Mostarda,8.96,47905
48906,Macarrão,17.92,47906
48907,Miojo,35.84,47907
48908,Sabão,71.68,47908
48909,Perfume,143.36,47909
48910,Shampoo,286.72,47910
48911,Condicionador,573.44,47911
48912,Gilete,1.12,47912
48913,Talheres,2.24,47913
48914,Refrigerante,4.48,47914
48915,Torta,8.96,47915
48916,Frango,17.92,47916
48917,Carne,35.84,47917
48918,Vassoura,71.68,47918
48919,Bucha,143.36,47919
48920,Limpeza,286.72,47920
48921,Sabonete,573.44,47921
48922,Pão,1146.88,47922
48923,Alho,1.12,47923
48924,Cenoura,2.24,47924
48925,Batata,4.48,47925
48926,Repolho,8.96,47926
48927,Maionese,17.92,47927
48928,Ketchup,35.84,47928
48929,Mostarda,71.68,47929
48930,Macarrão,143.36,47930
48931,Miojo,286.72,47931
48932,Sabão,573.44,47932
48933,Perfume,1.12,47933
48934,Shampoo,2.24,47934
48935,Condicionador,4.48,47935
48936,Gilete,8.96,47936
48937,Talheres,17.92,47937
48938,Refrigerante,35.84,47938
48939,Torta,71.68,47939
48940,Frango,143.36,47940
48941,Carne,286.72,47941
48942,Vassoura,573.44,47942
48943,Bucha,1146.88,47943
48944,Limpeza,1.12,47944
48945,Sabonete,2.24,47945
48946,Pão,4.48,47946
48947,Alho,8.96,47947
48948,Cenoura,17.92,47948
48949,Batata,35.84,47949
48950,Repolho,71.68,47950
48951,Maionese,143.36,47951
48952,Ketchup,286.72,47952
48953,Mostarda,573.44,47953
48954,Macarrão,1.12,47954
48955,Miojo,2.24,47955
48956,Sabão,4.48,47956
48957,Perfume,8.96,47957
48958,Shampoo,17.92,47958
48959,Condicionador,35.84,47959
48960,Gilete,71.68,47960
48961,Talheres,143.36,47961
48962,Refrigerante,286.72,47962
48963,Torta,573.44,47963
48964,Frango,1146.88,47964
48965,Carne,1.12,47965
48966,Vassoura,2.24,47966
48967,Bucha,4.48,47967
48968,Limpeza,8.96,47968
48969,Sabonete,17.92,47969
48970,Pão,35.84,47970
48971,Alho,71.68,47971
48972,Cenoura,143.36,47972
48973,Batata,286.72,47973
48974,Repolho,573.44,47974
48975,Maionese,1.12,47975
48976,Ketchup,2.24,47976
48977,Mostarda,4.48,47977
48978,Macarrão,8.96,47978
48979,Miojo,17.92,47979
48980,Sabão,35.84,47980
48981,Perfume,71.68,47981
48982,Shampoo,143.36,47982
48983,Condicionador,286.72,47983
48984,Gilete,573.44,47984
48985,Talheres,1146.88,47985
48986,Refrigerante,1.12,47986
48987,Torta,2.24,47987
48988,Frango,4.48,47988
48989,Carne,8.96,47989
48990,Vassoura,17.92,47990
48991,Bucha,35.84,47991
48992,Limpeza,71.68,47992
48993,Sabonete,143.36,47993
48994,Pão,286.72,47994
48995,Alho,573.44,47995
48996,Cenoura,1.12,47996
48997,Batata,2.24,47997
48998,Repolho,4.48,47998
48999,Maionese,8.96,47999
49000,Ketchup,17.92,48000
49001,Mostarda,35.84,48001
49002,Macarrão,71.68,48002
49003,Miojo,143.36,48003
49004,Sabão,286.72,48004
49005,Perfume,573.44,48005
49006,Shampoo,1146.88,48006
49007,Condicionador,1.12,48007
49008,Gilete,2.24,48008
49009,Talheres,4.48,48009
49010,Refrigerante,8.96,48010
49011,Torta,17.92,48011
49012,Frango,35.84,48012
49013,Carne,71.68,48013
49014,Vassoura,143.36,48014
49015,Bucha,286.72,48015
49016,Limpeza,573.44,48016
49017,Sabonete,1.12,48017
49018,Pão,2.24,48018
49019,Alho,4.48,48019
49020,Cenoura,8.96,48020
49021,Batata,17.92,48021
49022,Repolho,35.84,48022
49023,Maionese,71.68,48023
49024,Ketchup,143.36,48024
49025,Mostarda,286.72,48025
49026,Macarrão,573.44,48026
49027,Miojo,1146.88,48027
49028,Sabão,1.12,48028
49029,Perfume,2.24,48029
49030,Shampoo,4.48,48030
49031,Condicionador,8.96,48031
49032,Gilete,17.92,48032
49033,Talheres,35.84,48033
49034,Refrigerante,71.68,48034
49035,Torta,143.36,48035
49036,Frango,286.72,48036
49037,Carne,573.44,48037
49038,Vassoura,1.12,48038
49039,Bucha,2.24,48039
49040,Limpeza,4.48,48040
49041,Sabonete,8.96,48041
49042,Pão,17.92,48042
49043,Alho,35.84,48043
49044,Cenoura,71.68,48044
49045,Batata,143.36,48045
49046,Repolho,286.72,48046
49047,Maionese,573.44,48047
49048,Ketchup,1146.88,48048
49049,Mostarda,1.12,48049
49050,Macarrão,2.24,48050
49051,Miojo,4.48,48051
49052,Sabão,8.96,48052
49053,Perfume,17.92,48053
49054,Shampoo,35.84,48054
49055,Condicionador,71.68,48055
49056,Gilete,143.36,48056
49057,Talheres,286.72,48057
49058,Refrigerante,573.44,48058
49059,Torta,1.12,48059
49060,Frango,2.24,48060
49061,Carne,4.48,48061
49062,Vassoura,8.96,48062
49063,Bucha,17.92,48063
49064,Limpeza,35.84,48064
49065,Sabonete,71.68,48065
49066,Pão,143.36,48066
49067,Alho,286.72,48067
49068,Cenoura,573.44,48068
49069,Batata,1146.88,48069
49070,Repolho,1.12,48070
49071,Maionese,2.24,48071
49072,Ketchup,4.48,48072
49073,Mostarda,8.96,48073
49074,Macarrão,17.92,48074
49075,Miojo,35.84,48075
49076,Sabão,71.68,48076
49077,Perfume,143.36,48077
49078,Shampoo,286.72,48078
49079,Condicionador,573.44,48079
49080,Gilete,1.12,48080
49081,Talheres,2.24,48081
49082,Refrigerante,4.48,48082
49083,Torta,8.96,48083
49084,Frango,17.92,48084
49085,Carne,35.84,48085
49086,Vassoura,71.68,48086
49087,Bucha,143.36,48087
49088,Limpeza,286.72,48088
49089,Torta,573.44,48089
49090,Frango,1146.88,48090
49091,Carne,1.12,48091
49092,Vassoura,2.24,48092
49093,Bucha,4.48,48093
49094,Limpeza,8.96,48094
49095,Pão,17.92,48095
49096,Alho,35.84,48096
49097,Cenoura,71.68,48097
49098,Batata,143.36,48098
49099,Repolho,286.72,48099
49100,Maionese,573.44,48100
49101,Ketchup,1.12,48101
49102,Mostarda,2.24,48102
49103,Macarrão,4.48,48103
49104,Miojo,8.96,48104
49105,Sabão,17.92,48105
49106,Perfume,35.84,48106
49107,Shampoo,71.68,48107
49108,Condicionador,143.36,48108
49109,Gilete,286.72,48109
49110,Talheres,573.44,48110
49111,Refrigerante,1146.88,48111
49112,Torta,1.12,48112
49113,Frango,2.24,48113
49114,Carne,4.48,48114
49115,Vassoura,8.96,48115
49116,Bucha,17.92,48116
49117,Limpeza,35.84,48117
49118,Sabonete,71.68,48118
49119,Pão,143.36,48119
49120,Alho,286.72,48120
49121,Cenoura,573.44,48121
49122,Batata,1.12,48122
49123,Repolho,2.24,48123
49124,Maionese,4.48,48124
49125,Ketchup,8.96,48125
49126,Mostarda,17.92,48126
49127,Macarrão,35.84,48127
49128,Miojo,71.68,48128
49129,Sabão,143.36,48129
49130,Perfume,286.72,48130
49131,Shampoo,573.44,48131
49132,Condicionador,1146.88,48132
49133,Gilete,1.12,48133
49134,Talheres,2.24,48134
49135,Refrigerante,4.48,48135
49136,Torta,8.96,48136
49137,Frango,17.92,48137
49138,Carne,35.84,48138
49139,Vassoura,71.68,48139
49140,Bucha,143.36,48140
49141,Limpeza,286.72,48141
49142,Sabonete,573.44,48142
49143,Pão,1.12,48143
49144,Alho,2.24,48144
49145,Cenoura,4.48,48145
49146,Batata,8.96,48146
49147,Repolho,17.92,48147
49148,Maionese,35.84,48148
49149,Ketchup,71.68,48149
49150,Mostarda,143.36,48150
49151,Macarrão,286.72,48151
49152,Miojo,573.44,48152
49153,Sabão,1146.88,48153
49154,Perfume,1.12,48154
49155,Shampoo,2.24,48155
49156,Condicionador,4.48,48156
49157,Gilete,8.96,48157
49158,Talheres,17.92,48158
49159,Refrigerante,35.84,48159
49160,Torta,71.68,48160
49161,Frango,143.36,48161
49162,Carne,286.72,48162
49163,Vassoura,573.44,48163
49164,Bucha,1.12,48164
49165,Limpeza,2.24,48165
49166,Sabonete,4.48,48166
49167,Pão,8.96,48167
49168,Alho,17.92,48168
49169,Cenoura,35.84,48169
49170,Batata,71.68,48170
49171,Repolho,143.36,48171
49172,Maionese,286.72,48172
49173,Ketchup,573.44,48173
49174,Mostarda,1146.88,48174
49175,Macarrão,1.12,48175
49176,Miojo,2.24,48176
49177,Sabão,4.48,48177
49178,Perfume,8.96,48178
49179,Shampoo,17.92,48179
49180,Condicionador,35.84,48180
49181,Gilete,71.68,48181
49182,Talheres,143.36,48182
49183,Refrigerante,286.72,48183
49184,Torta,573.44,48184
49185,Frango,1.12,48185
49186,Carne,2.24,48186
49187,Vassoura,4.48,48187
49188,Bucha,8.96,48188
49189,Limpeza,17.92,48189
49190,Sabonete,35.84,48190
49191,Pão,71.68,48191
